eir,pfpr,age0,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18,age19,age20,age21,age22,age23,age24,age25,age26,age27,age28,age29,age30,age31,age32,age33,age34,age35,age36,age37,age38,age39,age40,age41,age42,age43,age44,age45,age46,age47,age48,age49,age50,age51,age52,age53,age54,age55,age56,age57,age58,age59,kappa,z,beta
1.46637,2.65935,0.108787,0.122466,0.112765,0.113681,0.116698,0.116527,0.108686,0.102777,0.0999765,0.103933,0.103056,0.105943,0.249442,0.125401,0.130893,0.116502,0.113452,0.109203,0.108328,0.108157,0.113849,0.117528,0.10911,0.118268,0.109069,0.0959019,0.106404,0.0794857,0.127326,0.126239,0.123723,0.130744,0.14339,0.129935,0.124505,0.117872,0.113688,0.0573341,0.127868,0.131945,0.129183,0.141494,0.129748,0.123582,0.112784,0.128879,0.112567,0.0598205,0.119085,0.120957,0.127152,0.126517,0.132573,0.113436,0.11721,0.105805,0.0992616,0.0550596,0.1199,0.13185,0.1,2.0,0.067
1.49276,2.8823,0.109134,0.130761,0.128977,0.120103,0.119924,0.118633,0.114634,0.110358,0.107234,0.105342,0.11339,0.112333,0.249444,0.130501,0.133273,0.124713,0.117198,0.113203,0.111805,0.112749,0.116623,0.12297,0.116829,0.115978,0.11118,0.0977249,0.112759,0.0825081,0.125162,0.133927,0.13429,0.132404,0.135779,0.143217,0.116557,0.114739,0.113939,0.0643563,0.130417,0.126647,0.130606,0.130315,0.141007,0.131092,0.133321,0.124901,0.115101,0.0615708,0.120089,0.122556,0.136859,0.132669,0.13842,0.130106,0.118226,0.118856,0.112062,0.0584358,0.13414,0.131067,0.1,2.0,0.067
1.41143,2.53809,0.101661,0.116416,0.113766,0.110569,0.110264,0.113544,0.110207,0.100326,0.101757,0.0972817,0.101455,0.100243,0.240581,0.127643,0.129625,0.11287,0.118231,0.112559,0.113664,0.107366,0.111958,0.118153,0.108654,0.115162,0.107485,0.0889727,0.100991,0.0784188,0.115527,0.125954,0.121537,0.125946,0.125496,0.132011,0.118227,0.112801,0.104879,0.0576041,0.115893,0.11074,0.113195,0.124171,0.133122,0.122436,0.113271,0.110024,0.0976188,0.0523539,0.119608,0.120725,0.112742,0.132366,0.1312,0.125231,0.11082,0.104367,0.0934393,0.0453359,0.103549,0.118459,0.1,2.0,0.067
1.5164,2.77242,0.109153,0.127739,0.126165,0.119258,0.120895,0.114908,0.116777,0.104751,0.105442,0.111291,0.104112,0.109128,0.249333,0.128526,0.134248,0.130511,0.122973,0.118258,0.116628,0.118781,0.119208,0.122281,0.122588,0.118905,0.108032,0.0958943,0.108462,0.0831241,0.131234,0.124388,0.123408,0.140223,0.140261,0.132017,0.124421,0.12369,0.12316,0.062297,0.129028,0.122319,0.134938,0.141749,0.131035,0.125732,0.131074,0.11063,0.115089,0.0587981,0.125124,0.130521,0.123829,0.141545,0.134148,0.113641,0.111498,0.106671,0.106453,0.0581456,0.130627,0.138116,0.1,2.0,0.067
1.37453,2.50725,0.10604,0.122734,0.119915,0.117438,0.11403,0.116773,0.111102,0.104948,0.103737,0.104099,0.108058,0.113284,0.251998,0.131798,0.128553,0.123668,0.11529,0.114858,0.106202,0.118105,0.11195,0.124172,0.118691,0.113847,0.102755,0.0950986,0.101387,0.076515,0.124574,0.131315,0.124411,0.13206,0.137832,0.125125,0.129278,0.112772,0.121172,0.061247,0.120837,0.128364,0.124932,0.140478,0.135302,0.12971,0.121315,0.113245,0.112799,0.0586715,0.122041,0.127338,0.145822,0.14844,0.129269,0.126203,0.113942,0.111293,0.0946533,0.0565473,0.12808,0.121221,0.1,2.0,0.067
1.48407,2.60631,0.101884,0.118173,0.114323,0.116992,0.119103,0.114145,0.109581,0.101935,0.101627,0.105664,0.102833,0.104805,0.244815,0.134845,0.126022,0.120162,0.109656,0.118191,0.112808,0.111675,0.104991,0.125649,0.113141,0.11087,0.102368,0.0990336,0.10704,0.0836534,0.126153,0.118497,0.120621,0.136158,0.140996,0.134525,0.130584,0.12119,0.121483,0.0594382,0.118389,0.126471,0.126279,0.139677,0.138205,0.120548,0.122497,0.112603,0.114129,0.0572368,0.114745,0.121598,0.124776,0.132788,0.132281,0.118329,0.104185,0.109601,0.101573,0.0517921,0.118622,0.124912,0.1,2.0,0.067
1.39523,2.3661,0.0992224,0.117431,0.114542,0.110831,0.114231,0.110863,0.10215,0.0995545,0.0994876,0.103038,0.102391,0.10416,0.234395,0.124925,0.123091,0.115283,0.106778,0.108131,0.109363,0.108367,0.1074,0.111001,0.115217,0.119336,0.0977008,0.0949215,0.101404,0.0750181,0.123722,0.123106,0.121868,0.129771,0.134668,0.120663,0.124417,0.105889,0.116743,0.058086,0.117568,0.122868,0.122972,0.116683,0.121955,0.120097,0.117682,0.107474,0.104343,0.0589664,0.122364,0.124337,0.113588,0.129614,0.131875,0.120125,0.115948,0.107636,0.106149,0.0505028,0.115449,0.107927,0.1,2.0,0.067
1.47616,2.44133,0.106052,0.126307,0.11961,0.11925,0.118017,0.117523,0.117218,0.104299,0.104688,0.0982374,0.105191,0.102515,0.231544,0.126511,0.127238,0.112228,0.114433,0.112049,0.109832,0.108884,0.117931,0.122554,0.113447,0.12398,0.104632,0.0964358,0.110252,0.084611,0.126111,0.126597,0.124803,0.129167,0.134928,0.125976,0.122406,0.124329,0.118347,0.0612707,0.126389,0.123689,0.123923,0.125158,0.135033,0.129357,0.127509,0.107625,0.0992281,0.0537751,0.124363,0.128746,0.117617,0.125482,0.137205,0.127966,0.133108,0.105716,0.103321,0.05109,0.111171,0.120525,0.1,2.0,0.067
1.49732,2.5876,0.108325,0.122472,0.125239,0.123192,0.122853,0.118118,0.112339,0.10345,0.102032,0.100761,0.107521,0.109227,0.25073,0.131567,0.132016,0.121812,0.124331,0.116646,0.117301,0.113716,0.118616,0.122325,0.119579,0.12327,0.111874,0.101174,0.108437,0.0865506,0.133738,0.122336,0.13016,0.136626,0.141796,0.140326,0.131075,0.119793,0.111593,0.0576666,0.125104,0.130835,0.138478,0.131202,0.14022,0.137034,0.127485,0.116766,0.110681,0.057926,0.136501,0.135562,0.12117,0.129934,0.136359,0.124933,0.12642,0.115392,0.108866,0.0534981,0.118138,0.124343,0.1,2.0,0.067
2.52651,4.03447,0.177729,0.197368,0.187569,0.17981,0.177634,0.184271,0.169068,0.166175,0.16306,0.163674,0.169804,0.159908,0.365674,0.212603,0.200142,0.188415,0.185709,0.186362,0.178705,0.172495,0.183393,0.190299,0.172735,0.180872,0.165326,0.147945,0.16913,0.126066,0.205828,0.202177,0.181853,0.213932,0.203492,0.201319,0.190493,0.189623,0.188098,0.0905613,0.196341,0.194649,0.197584,0.196015,0.1967,0.196807,0.187244,0.170337,0.168954,0.0901508,0.179604,0.188139,0.190652,0.204817,0.22001,0.195786,0.192851,0.153818,0.147499,0.0783832,0.199726,0.19519,0.1,2.0,0.078
2.3722100000000004,3.56053,0.167754,0.197013,0.191391,0.17451,0.180282,0.185198,0.173219,0.157716,0.158933,0.160625,0.158143,0.162842,0.38282,0.195662,0.193051,0.178505,0.181767,0.179603,0.172046,0.166827,0.177197,0.197945,0.17627,0.183076,0.167104,0.146011,0.157643,0.118732,0.189181,0.198653,0.201035,0.214476,0.203414,0.200965,0.189403,0.183558,0.160137,0.0968161,0.198322,0.186584,0.190055,0.197816,0.19359,0.195695,0.18321,0.172696,0.161452,0.0857591,0.187445,0.206959,0.172946,0.18079,0.194078,0.172716,0.173521,0.153874,0.147109,0.0777823,0.176329,0.211865,0.1,2.0,0.078
2.53403,4.08215,0.17709,0.193195,0.184981,0.176109,0.179081,0.174548,0.168895,0.161253,0.158843,0.147693,0.161475,0.152749,0.376659,0.18892,0.197733,0.179523,0.182838,0.172116,0.176865,0.168465,0.173143,0.188775,0.184253,0.173989,0.168666,0.146484,0.167362,0.120223,0.204139,0.188854,0.180317,0.195215,0.201362,0.203495,0.188476,0.177645,0.169056,0.0900328,0.178849,0.188429,0.193989,0.197737,0.212016,0.19199,0.180819,0.172398,0.162771,0.0825241,0.179423,0.171138,0.184335,0.192858,0.194178,0.178782,0.166642,0.147001,0.147993,0.0773428,0.177238,0.19537,0.1,2.0,0.078
2.36771,3.76406,0.172925,0.192722,0.19057,0.17971,0.17572,0.177294,0.161965,0.164869,0.158628,0.156485,0.159171,0.161835,0.361151,0.19844,0.197843,0.188144,0.179996,0.1766,0.173008,0.169241,0.168662,0.175689,0.171987,0.177937,0.159909,0.147902,0.161716,0.116277,0.178992,0.191497,0.198202,0.206723,0.202118,0.199747,0.196375,0.184082,0.165037,0.0920547,0.188484,0.183417,0.189599,0.193275,0.212648,0.193217,0.190435,0.181149,0.161547,0.085489,0.187122,0.187964,0.183896,0.189728,0.207574,0.171921,0.176751,0.1658,0.151552,0.0864567,0.186959,0.182412,0.1,2.0,0.078
2.48706,3.96402,0.176049,0.203935,0.193269,0.196834,0.18358,0.185543,0.17904,0.166611,0.165051,0.165493,0.174348,0.169279,0.385737,0.205121,0.195962,0.192422,0.188343,0.175152,0.181227,0.172715,0.185531,0.197884,0.18223,0.188755,0.164188,0.156065,0.168017,0.12351,0.197461,0.200276,0.194551,0.211698,0.222164,0.226654,0.190401,0.193693,0.178813,0.0883491,0.207798,0.204905,0.195866,0.222962,0.230944,0.208117,0.189507,0.170586,0.16132,0.0887562,0.18602,0.17981,0.200034,0.205187,0.202262,0.193843,0.16606,0.198984,0.150392,0.0835796,0.186603,0.188762,0.1,2.0,0.078
2.4317300000000004,3.83847,0.176967,0.194392,0.193472,0.185051,0.183599,0.181649,0.172419,0.165177,0.157168,0.166297,0.162463,0.166681,0.368984,0.20264,0.206277,0.199478,0.184183,0.179826,0.177994,0.172817,0.176957,0.194189,0.186954,0.186772,0.15846,0.14843,0.171121,0.120075,0.208678,0.195042,0.188048,0.200422,0.212451,0.201888,0.186404,0.198269,0.178029,0.0967111,0.181407,0.193429,0.191564,0.197663,0.206813,0.202052,0.189014,0.169642,0.152746,0.0891883,0.187777,0.190159,0.173057,0.196468,0.207703,0.197724,0.17023,0.169975,0.168172,0.0850658,0.197297,0.180564,0.1,2.0,0.078
2.48551,4.08419,0.177114,0.202816,0.191937,0.176862,0.18467,0.177059,0.166943,0.160232,0.157769,0.159837,0.159874,0.159952,0.371709,0.19303,0.191816,0.188992,0.1806,0.182108,0.175124,0.178021,0.177061,0.185299,0.184005,0.181953,0.171137,0.14945,0.174881,0.123514,0.191819,0.199458,0.203796,0.210472,0.223448,0.19577,0.195651,0.178873,0.182245,0.0944471,0.20174,0.188124,0.196587,0.214381,0.217268,0.206574,0.190883,0.182138,0.165615,0.0889737,0.188078,0.2006,0.203967,0.203566,0.191529,0.19528,0.160639,0.160965,0.166022,0.079712,0.195357,0.181171,0.1,2.0,0.078
