Index,pop_size,beta,z,kappa
217,100000,0.049999999999999996,4.249999999999999,0.8999999999999998
218,100000,0.049999999999999996,4.249999999999999,0.9249999999999998
219,100000,0.049999999999999996,4.249999999999999,0.9499999999999998
220,100000,0.049999999999999996,4.249999999999999,0.9749999999999998
221,100000,0.049999999999999996,4.249999999999999,0.9999999999999998
222,100000,0.049999999999999996,4.299999999999999,0.1
223,100000,0.049999999999999996,4.299999999999999,0.125
224,100000,0.049999999999999996,4.299999999999999,0.15
225,100000,0.049999999999999996,4.299999999999999,0.175
226,100000,0.049999999999999996,4.299999999999999,0.19999999999999998
227,100000,0.049999999999999996,4.299999999999999,0.22499999999999998
228,100000,0.049999999999999996,4.299999999999999,0.24999999999999997
229,100000,0.049999999999999996,4.299999999999999,0.27499999999999997
230,100000,0.049999999999999996,4.299999999999999,0.29999999999999993
231,100000,0.049999999999999996,4.299999999999999,0.32499999999999996
232,100000,0.049999999999999996,4.299999999999999,0.35
233,100000,0.049999999999999996,4.299999999999999,0.3749999999999999
234,100000,0.049999999999999996,4.299999999999999,0.3999999999999999
235,100000,0.049999999999999996,4.299999999999999,0.42499999999999993
236,100000,0.049999999999999996,4.299999999999999,0.44999999999999996
237,100000,0.049999999999999996,4.299999999999999,0.47499999999999987
238,100000,0.049999999999999996,4.299999999999999,0.4999999999999999
239,100000,0.049999999999999996,4.299999999999999,0.5249999999999999
240,100000,0.049999999999999996,4.299999999999999,0.5499999999999999
241,100000,0.049999999999999996,4.299999999999999,0.5749999999999998
242,100000,0.049999999999999996,4.299999999999999,0.5999999999999999
243,100000,0.049999999999999996,4.299999999999999,0.6249999999999999
244,100000,0.049999999999999996,4.299999999999999,0.6499999999999998
245,100000,0.049999999999999996,4.299999999999999,0.6749999999999998
246,100000,0.049999999999999996,4.299999999999999,0.6999999999999998
247,100000,0.049999999999999996,4.299999999999999,0.7249999999999999
248,100000,0.049999999999999996,4.299999999999999,0.7499999999999999
249,100000,0.049999999999999996,4.299999999999999,0.7749999999999998
250,100000,0.049999999999999996,4.299999999999999,0.7999999999999998
251,100000,0.049999999999999996,4.299999999999999,0.8249999999999998
252,100000,0.049999999999999996,4.299999999999999,0.8499999999999998
253,100000,0.049999999999999996,4.299999999999999,0.8749999999999998
254,100000,0.049999999999999996,4.299999999999999,0.8999999999999998
255,100000,0.049999999999999996,4.299999999999999,0.9249999999999998
256,100000,0.049999999999999996,4.299999999999999,0.9499999999999998
257,100000,0.049999999999999996,4.299999999999999,0.9749999999999998
258,100000,0.049999999999999996,4.299999999999999,0.9999999999999998
259,100000,0.049999999999999996,4.349999999999999,0.1
260,100000,0.049999999999999996,4.349999999999999,0.125
261,100000,0.049999999999999996,4.349999999999999,0.15
262,100000,0.049999999999999996,4.349999999999999,0.175
263,100000,0.049999999999999996,4.349999999999999,0.19999999999999998
264,100000,0.049999999999999996,4.349999999999999,0.22499999999999998
265,100000,0.049999999999999996,4.349999999999999,0.24999999999999997
266,100000,0.049999999999999996,4.349999999999999,0.27499999999999997
267,100000,0.049999999999999996,4.349999999999999,0.29999999999999993
268,100000,0.049999999999999996,4.349999999999999,0.32499999999999996
269,100000,0.049999999999999996,4.349999999999999,0.35
270,100000,0.049999999999999996,4.349999999999999,0.3749999999999999
271,100000,0.049999999999999996,4.349999999999999,0.3999999999999999
272,100000,0.049999999999999996,4.349999999999999,0.42499999999999993
273,100000,0.049999999999999996,4.349999999999999,0.44999999999999996
274,100000,0.049999999999999996,4.349999999999999,0.47499999999999987
275,100000,0.049999999999999996,4.349999999999999,0.4999999999999999
276,100000,0.049999999999999996,4.349999999999999,0.5249999999999999
277,100000,0.049999999999999996,4.349999999999999,0.5499999999999999
278,100000,0.049999999999999996,4.349999999999999,0.5749999999999998
279,100000,0.049999999999999996,4.349999999999999,0.5999999999999999
280,100000,0.049999999999999996,4.349999999999999,0.6249999999999999
281,100000,0.049999999999999996,4.349999999999999,0.6499999999999998
282,100000,0.049999999999999996,4.349999999999999,0.6749999999999998
283,100000,0.049999999999999996,4.349999999999999,0.6999999999999998
284,100000,0.049999999999999996,4.349999999999999,0.7249999999999999
285,100000,0.049999999999999996,4.349999999999999,0.7499999999999999
286,100000,0.049999999999999996,4.349999999999999,0.7749999999999998
287,100000,0.049999999999999996,4.349999999999999,0.7999999999999998
288,100000,0.049999999999999996,4.349999999999999,0.8249999999999998
289,100000,0.049999999999999996,4.349999999999999,0.8499999999999998
290,100000,0.049999999999999996,4.349999999999999,0.8749999999999998
291,100000,0.049999999999999996,4.349999999999999,0.8999999999999998
292,100000,0.049999999999999996,4.349999999999999,0.9249999999999998
293,100000,0.049999999999999996,4.349999999999999,0.9499999999999998
294,100000,0.049999999999999996,4.349999999999999,0.9749999999999998
295,100000,0.049999999999999996,4.349999999999999,0.9999999999999998
296,100000,0.049999999999999996,4.399999999999999,0.1
297,100000,0.049999999999999996,4.399999999999999,0.125
298,100000,0.049999999999999996,4.399999999999999,0.15
299,100000,0.049999999999999996,4.399999999999999,0.175
300,100000,0.049999999999999996,4.399999999999999,0.19999999999999998
301,100000,0.049999999999999996,4.399999999999999,0.22499999999999998
302,100000,0.049999999999999996,4.399999999999999,0.24999999999999997
303,100000,0.049999999999999996,4.399999999999999,0.27499999999999997
304,100000,0.049999999999999996,4.399999999999999,0.29999999999999993
305,100000,0.049999999999999996,4.399999999999999,0.32499999999999996
306,100000,0.049999999999999996,4.399999999999999,0.35
307,100000,0.049999999999999996,4.399999999999999,0.3749999999999999
308,100000,0.049999999999999996,4.399999999999999,0.3999999999999999
309,100000,0.049999999999999996,4.399999999999999,0.42499999999999993
310,100000,0.049999999999999996,4.399999999999999,0.44999999999999996
311,100000,0.049999999999999996,4.399999999999999,0.47499999999999987
312,100000,0.049999999999999996,4.399999999999999,0.4999999999999999
313,100000,0.049999999999999996,4.399999999999999,0.5249999999999999
314,100000,0.049999999999999996,4.399999999999999,0.5499999999999999
315,100000,0.049999999999999996,4.399999999999999,0.5749999999999998
316,100000,0.049999999999999996,4.399999999999999,0.5999999999999999
317,100000,0.049999999999999996,4.399999999999999,0.6249999999999999
318,100000,0.049999999999999996,4.399999999999999,0.6499999999999998
319,100000,0.049999999999999996,4.399999999999999,0.6749999999999998
320,100000,0.049999999999999996,4.399999999999999,0.6999999999999998
321,100000,0.049999999999999996,4.399999999999999,0.7249999999999999
322,100000,0.049999999999999996,4.399999999999999,0.7499999999999999
323,100000,0.049999999999999996,4.399999999999999,0.7749999999999998
324,100000,0.049999999999999996,4.399999999999999,0.7999999999999998
325,100000,0.049999999999999996,4.399999999999999,0.8249999999999998
326,100000,0.049999999999999996,4.399999999999999,0.8499999999999998
327,100000,0.049999999999999996,4.399999999999999,0.8749999999999998
328,100000,0.049999999999999996,4.399999999999999,0.8999999999999998
329,100000,0.049999999999999996,4.399999999999999,0.9249999999999998
330,100000,0.049999999999999996,4.399999999999999,0.9499999999999998
331,100000,0.049999999999999996,4.399999999999999,0.9749999999999998
332,100000,0.049999999999999996,4.399999999999999,0.9999999999999998
333,100000,0.049999999999999996,4.449999999999998,0.1
334,100000,0.049999999999999996,4.449999999999998,0.125
335,100000,0.049999999999999996,4.449999999999998,0.15
336,100000,0.049999999999999996,4.449999999999998,0.175
337,100000,0.049999999999999996,4.449999999999998,0.19999999999999998
338,100000,0.049999999999999996,4.449999999999998,0.22499999999999998
339,100000,0.049999999999999996,4.449999999999998,0.24999999999999997
340,100000,0.049999999999999996,4.449999999999998,0.27499999999999997
341,100000,0.049999999999999996,4.449999999999998,0.29999999999999993
342,100000,0.049999999999999996,4.449999999999998,0.32499999999999996
343,100000,0.049999999999999996,4.449999999999998,0.35
344,100000,0.049999999999999996,4.449999999999998,0.3749999999999999
345,100000,0.049999999999999996,4.449999999999998,0.3999999999999999
346,100000,0.049999999999999996,4.449999999999998,0.42499999999999993
347,100000,0.049999999999999996,4.449999999999998,0.44999999999999996
348,100000,0.049999999999999996,4.449999999999998,0.47499999999999987
349,100000,0.049999999999999996,4.449999999999998,0.4999999999999999
350,100000,0.049999999999999996,4.449999999999998,0.5249999999999999
351,100000,0.049999999999999996,4.449999999999998,0.5499999999999999
352,100000,0.049999999999999996,4.449999999999998,0.5749999999999998
353,100000,0.049999999999999996,4.449999999999998,0.5999999999999999
354,100000,0.049999999999999996,4.449999999999998,0.6249999999999999
355,100000,0.049999999999999996,4.449999999999998,0.6499999999999998
356,100000,0.049999999999999996,4.449999999999998,0.6749999999999998
357,100000,0.049999999999999996,4.449999999999998,0.6999999999999998
358,100000,0.049999999999999996,4.449999999999998,0.7249999999999999
359,100000,0.049999999999999996,4.449999999999998,0.7499999999999999
360,100000,0.049999999999999996,4.449999999999998,0.7749999999999998
361,100000,0.049999999999999996,4.449999999999998,0.7999999999999998
362,100000,0.049999999999999996,4.449999999999998,0.8249999999999998
363,100000,0.049999999999999996,4.449999999999998,0.8499999999999998
364,100000,0.049999999999999996,4.449999999999998,0.8749999999999998
365,100000,0.049999999999999996,4.449999999999998,0.8999999999999998
366,100000,0.049999999999999996,4.449999999999998,0.9249999999999998
367,100000,0.049999999999999996,4.449999999999998,0.9499999999999998
368,100000,0.049999999999999996,4.449999999999998,0.9749999999999998
369,100000,0.049999999999999996,4.449999999999998,0.9999999999999998
370,100000,0.049999999999999996,4.499999999999998,0.1
371,100000,0.049999999999999996,4.499999999999998,0.125
372,100000,0.049999999999999996,4.499999999999998,0.15
373,100000,0.049999999999999996,4.499999999999998,0.175
374,100000,0.049999999999999996,4.499999999999998,0.19999999999999998
375,100000,0.049999999999999996,4.499999999999998,0.22499999999999998
376,100000,0.049999999999999996,4.499999999999998,0.24999999999999997
377,100000,0.049999999999999996,4.499999999999998,0.27499999999999997
378,100000,0.049999999999999996,4.499999999999998,0.29999999999999993
379,100000,0.049999999999999996,4.499999999999998,0.32499999999999996
380,100000,0.049999999999999996,4.499999999999998,0.35
381,100000,0.049999999999999996,4.499999999999998,0.3749999999999999
382,100000,0.049999999999999996,4.499999999999998,0.3999999999999999
383,100000,0.049999999999999996,4.499999999999998,0.42499999999999993
384,100000,0.049999999999999996,4.499999999999998,0.44999999999999996
385,100000,0.049999999999999996,4.499999999999998,0.47499999999999987
386,100000,0.049999999999999996,4.499999999999998,0.4999999999999999
387,100000,0.049999999999999996,4.499999999999998,0.5249999999999999
388,100000,0.049999999999999996,4.499999999999998,0.5499999999999999
389,100000,0.049999999999999996,4.499999999999998,0.5749999999999998
390,100000,0.049999999999999996,4.499999999999998,0.5999999999999999
391,100000,0.049999999999999996,4.499999999999998,0.6249999999999999
392,100000,0.049999999999999996,4.499999999999998,0.6499999999999998
393,100000,0.049999999999999996,4.499999999999998,0.6749999999999998
394,100000,0.049999999999999996,4.499999999999998,0.6999999999999998
395,100000,0.049999999999999996,4.499999999999998,0.7249999999999999
396,100000,0.049999999999999996,4.499999999999998,0.7499999999999999
397,100000,0.049999999999999996,4.499999999999998,0.7749999999999998
398,100000,0.049999999999999996,4.499999999999998,0.7999999999999998
399,100000,0.049999999999999996,4.499999999999998,0.8249999999999998
400,100000,0.049999999999999996,4.499999999999998,0.8499999999999998
401,100000,0.049999999999999996,4.499999999999998,0.8749999999999998
402,100000,0.049999999999999996,4.499999999999998,0.8999999999999998
403,100000,0.049999999999999996,4.499999999999998,0.9249999999999998
404,100000,0.049999999999999996,4.499999999999998,0.9499999999999998
405,100000,0.049999999999999996,4.499999999999998,0.9749999999999998
406,100000,0.049999999999999996,4.499999999999998,0.9999999999999998
407,100000,0.049999999999999996,4.549999999999998,0.1
408,100000,0.049999999999999996,4.549999999999998,0.125
409,100000,0.049999999999999996,4.549999999999998,0.15
410,100000,0.049999999999999996,4.549999999999998,0.175
411,100000,0.049999999999999996,4.549999999999998,0.19999999999999998
412,100000,0.049999999999999996,4.549999999999998,0.22499999999999998
413,100000,0.049999999999999996,4.549999999999998,0.24999999999999997
414,100000,0.049999999999999996,4.549999999999998,0.27499999999999997
415,100000,0.049999999999999996,4.549999999999998,0.29999999999999993
416,100000,0.049999999999999996,4.549999999999998,0.32499999999999996
417,100000,0.049999999999999996,4.549999999999998,0.35
418,100000,0.049999999999999996,4.549999999999998,0.3749999999999999
419,100000,0.049999999999999996,4.549999999999998,0.3999999999999999
420,100000,0.049999999999999996,4.549999999999998,0.42499999999999993
421,100000,0.049999999999999996,4.549999999999998,0.44999999999999996
422,100000,0.049999999999999996,4.549999999999998,0.47499999999999987
423,100000,0.049999999999999996,4.549999999999998,0.4999999999999999
424,100000,0.049999999999999996,4.549999999999998,0.5249999999999999
425,100000,0.049999999999999996,4.549999999999998,0.5499999999999999
426,100000,0.049999999999999996,4.549999999999998,0.5749999999999998
427,100000,0.049999999999999996,4.549999999999998,0.5999999999999999
428,100000,0.049999999999999996,4.549999999999998,0.6249999999999999
429,100000,0.049999999999999996,4.549999999999998,0.6499999999999998
430,100000,0.049999999999999996,4.549999999999998,0.6749999999999998
431,100000,0.049999999999999996,4.549999999999998,0.6999999999999998
432,100000,0.049999999999999996,4.549999999999998,0.7249999999999999
433,100000,0.049999999999999996,4.549999999999998,0.7499999999999999
434,100000,0.049999999999999996,4.549999999999998,0.7749999999999998
435,100000,0.049999999999999996,4.549999999999998,0.7999999999999998
436,100000,0.049999999999999996,4.549999999999998,0.8249999999999998
437,100000,0.049999999999999996,4.549999999999998,0.8499999999999998
438,100000,0.049999999999999996,4.549999999999998,0.8749999999999998
439,100000,0.049999999999999996,4.549999999999998,0.8999999999999998
440,100000,0.049999999999999996,4.549999999999998,0.9249999999999998
441,100000,0.049999999999999996,4.549999999999998,0.9499999999999998
442,100000,0.049999999999999996,4.549999999999998,0.9749999999999998
443,100000,0.049999999999999996,4.549999999999998,0.9999999999999998
444,100000,0.049999999999999996,4.599999999999998,0.1
445,100000,0.049999999999999996,4.599999999999998,0.125
446,100000,0.049999999999999996,4.599999999999998,0.15
447,100000,0.049999999999999996,4.599999999999998,0.175
448,100000,0.049999999999999996,4.599999999999998,0.19999999999999998
449,100000,0.049999999999999996,4.599999999999998,0.22499999999999998
450,100000,0.049999999999999996,4.599999999999998,0.24999999999999997
451,100000,0.049999999999999996,4.599999999999998,0.27499999999999997
452,100000,0.049999999999999996,4.599999999999998,0.29999999999999993
453,100000,0.049999999999999996,4.599999999999998,0.32499999999999996
454,100000,0.049999999999999996,4.599999999999998,0.35
455,100000,0.049999999999999996,4.599999999999998,0.3749999999999999
456,100000,0.049999999999999996,4.599999999999998,0.3999999999999999
457,100000,0.049999999999999996,4.599999999999998,0.42499999999999993
458,100000,0.049999999999999996,4.599999999999998,0.44999999999999996
459,100000,0.049999999999999996,4.599999999999998,0.47499999999999987
460,100000,0.049999999999999996,4.599999999999998,0.4999999999999999
461,100000,0.049999999999999996,4.599999999999998,0.5249999999999999
462,100000,0.049999999999999996,4.599999999999998,0.5499999999999999
463,100000,0.049999999999999996,4.599999999999998,0.5749999999999998
464,100000,0.049999999999999996,4.599999999999998,0.5999999999999999
465,100000,0.049999999999999996,4.599999999999998,0.6249999999999999
466,100000,0.049999999999999996,4.599999999999998,0.6499999999999998
467,100000,0.049999999999999996,4.599999999999998,0.6749999999999998
468,100000,0.049999999999999996,4.599999999999998,0.6999999999999998
469,100000,0.049999999999999996,4.599999999999998,0.7249999999999999
470,100000,0.049999999999999996,4.599999999999998,0.7499999999999999
471,100000,0.049999999999999996,4.599999999999998,0.7749999999999998
